Processo,Classe/Assunto,Relator(a),Comarca,Órgão julgador,Data do julgamento,Data de publicação,Ementa;;;;;;;;;;;;;;;;;;;;;;
"4003065-71.2013.8.12.0000,Habeas Corpus Criminal / Contravenções Penais,Desª. Maria Isabel de Matos Rocha,Campo Grande,1ª Câmara Criminal,2013-11-03,2013-12-10,""Ementa: E M E N T A-HABEAS CORPUS CRIME AMBIENTAL CONTRA A FLORA (ART. 46 DA LEI N. 9.605/98) TRANSPORTE DE CARVÃO VEGETAL SEM AUTORIZAÇÃO LEGAL - SUSCITADA PRELIMINAR DE NÃO CONHECIMENTO PELA PGJ - ACOLHIDA - HABEAS CORPUS NÃO CONHECIDO. Não se presta o Habeas corpus a correção de decisão sujeita a recurso próprio, previsto no sistema penal, não sendo, pois, substituto de recursos ordinários, especial ou extraordinário. A matéria trazida à discussão neste remédio constitucional referente ao mérito da condenação e alteração de regime de cumprimento de pena deve ser discutida em sede de recurso apropriado, qual seja, a Revisão Criminal, eis que o acórdão proferido no autos de Apelação transitou em julgado na data de 30/04/2013. Com parecer, ordem de Habeas Corpus não conhecida.""";;;;;;;;;;;;;;;;;;;;;;
"0802323-57.2013.8.12.0008,Apelação Cível / DIREITO AMBIENTAL,Des. Claudionor Miguel Abss Duarte,Corumbá,4ª Câmara Cível,2013-11-25,2013-12-04,""Ementa: APELAÇÃO CÍVEL - PRELIMINAR DE NÃO CONHECIMENTO - DIALETICIDADE - NÃO CONFIGURAÇÃO - REJEITADA - MÉRITO - OBRIGAÇÃO DE FAZER, DANOS MATERIAIS E MORAIS DECORRENTES DE VIOLAÇÃO AO MEIO AMBIENTE - EXTINÇÃO DO PROCESSO SOB A JUSTIFICATIVA DE QUE SE TRATA DE PRETENSÃO AMPARÁVEL POR AÇÃO POPULAR - DIREITO DIFUSO QUE POSSUI DIMENSÃO INDIVIDUAL - SENTENÇA ANULADA - PROSSEGUIMENTO DO FEITO PROVIMENTO PARCIAL. O fato de a parte, no recurso, insistir na defesa de fundamentos que o juiz considera equivocados, mais justifica o respeito ao princípio da dialeticidade, devendo ser conhecido o apelo. As pretensões relativas a obrigação de fazer e de reparação de danos materiais e morais possuem dimensões difusa e individual, podendo ser defendidas cada qual com seus instrumentos processuais adequados. Se os pedidos formulados pelo autor possuem, na sua maioria, nítido propósito individual, somente as eventuais exorbitâncias que indiquem pedidos de natureza transindividual devem ser objeto de extinção, prosseguindo-se o feito somente quanto às pretensões adequadas à tutela individual, decorrentes do alegado dano ambiental de reparabilidade direta e individual/reflexo.""";;;;;;;;;;;;;;;;;;;;;;
"0801953-78.2013.8.12.0008,Apelação Cível / DIREITO AMBIENTAL,Des. Marco André Nogueira Hanson,Corumbá,3ª Câmara Cível,2013-11-25,2013-12-04,""Ementa: APELAÇÃO CÍVEL - AÇÃO DE REPARAÇÃO DE DANOS MORAIS E MATERIAIS - EXTRAÇÃO DE MINÉRIOS DE FERRO E MANGANÊS NO 'MORRO DO URUCUM' - DANO AMBIENTAL DE CUNHO INDIVIDUAL - INTERESSE DE AGIR CONFIGURADO - SENTENÇA TORNADA INSUBSISTENTE - RECURSO DA PARTE AUTORA CONHECIDO E PROVIDO. No caso, o estudo acerca da lesão causada em função da extração de minério de ferro e manganês no Morro do Urucum não recai sobre o patrimônio ambiental, comum à coletividade, mas, antes, no âmbito do interesse pessoal de cada um dos moradores da comunidade denominada """"Agrovila do Assentamento Urucum"""", que em função de tal infortúnio, vieram a experimentar, por via adversa (reflexa), danos materiais e morais. A vítima do dano ambiental reflexo pode buscar a reparação do dano sofrido no âmbito de uma ação indenizatória de cunho individual fundada nas regras gerais que regem o direito de vizinhança.""";;;;;;;;;;;;;;;;;;;;;;
"0803288-35.2013.8.12.0008,Apelação Cível / DIREITO AMBIENTAL,Des. Sideni Soncini Pimentel,Corumbá,5ª Câmara Cível,2013-11-27,2013-12-04,""Ementa: E M E N T A-APELAÇÃO CÍVEL - AÇÃO INDENIZATÓRIA, C/C OBRIGAÇÃO DE FAZER - DANO AMBIENTAL - FALTA DE DIALETICIDADE - REJEITADA - INADEQUAÇÃO DA VIA ELEITA - POSSIBILIDADE DE TUTELA DE DIREITO INDIVIDUAL HOMOGÊNEO ATRAVÉS DE AÇÃO INDIVIDUAL - RECURSO CONHECIDO E PROVIDO. Presentes os requisitos mínimos afasta-se a alegação de ausência de dialeticidade. A possibilidade de se pleitear a tutela jurisdicional coletiva (a exemplo da ação popular) não impede o exercício da tutela individual do direito individual homogêneo, daí porque não há falar em inadequação da via eleita. A tutela coletiva, exercida por legitimados extraordinários, confere maior eficácia à tutela dos direitos coletivas, não implicando em óbice à tutela individual daqueles.""";;;;;;;;;;;;;;;;;;;;;;
"0801741-57.2013.8.12.0008,Apelação Cível / DIREITO AMBIENTAL,Des. Júlio Roberto Siqueira Cardoso,Corumbá,5ª Câmara Cível,2013-11-27,2013-12-04,""Ementa: E M E N T A-APELAÇÃO CÍVEL - AÇÃO INDENIZATÓRIA C/C OBRIGAÇÃO DE FAZER - PRELIMINAR DE OFENSA À DIALETICIDADE ARGUIDA EM CONTRARAZÕES - AFASTADA - MÉRITO - PEDIDO DE REPARAÇÃO DE DANOS MORAIS E MATERIAIS SUPOSTAMENTE SOFRIDOS EM VIRTUDE DE ATIVIDADE MINERÁRIA EXECUTADA PELA APELADA VALE S/A, COM ANUÊNCIA DO MUNICÍPIO RECORRIDO - DEGRADAÇÃO AMBIENTAL - TUTELA DE DIREITO INDIVIDUAL HOMOGÊNEO - AJUIZAMENTO DE AÇÃO INDIVIDUAL - POSSIBILIDADE - RECURSO CONHECIDO E PROVIDO""";;;;;;;;;;;;;;;;;;;;;;
"0802382-45.2013.8.12.0008,Apelação Cível / DIREITO AMBIENTAL,Des. Claudionor Miguel Abss Duarte,Corumbá,4ª Câmara Cível,2013-11-25,2013-12-04,""Ementa: APELAÇÃO CÍVEL - PRELIMINAR DE NÃO CONHECIMENTO - DIALETICIDADE - NÃO CONFIGURAÇÃO -REJEITADA - MÉRITO - OBRIGAÇÃO DE FAZER, DANOS MATERIAIS E MORAIS DECORRENTES DE VIOLAÇÃO AO MEIO AMBIENTE - EXTINÇÃO DO PROCESSO SOB A JUSTIFICATIVA DE QUE SE TRATA DE PRETENSÃO AMPARÁVEL POR AÇÃO POPULAR - DIREITO DIFUSO QUE POSSUI DIMENSÃO INDIVIDUAL - SENTENÇA ANULADA - PROSSEGUIMENTO DO FEITO - PROVIMENTO PARCIAL. O fato de a parte, no recurso, insistir na defesa de fundamentos que o juiz considera equivocados, mais justifica o respeito ao princípio da dialeticidade, devendo ser conhecido o apelo. As pretensões relativas a obrigação de fazer e de reparação de danos materiais e morais possuem dimensões difusa e individual, podendo ser defendidas cada qual com seus instrumentos processuais adequados. Se os pedidos formulados pelo autor possuem, na sua maioria, nítido propósito individual, somente as eventuais exorbitâncias que indiquem pedidos de natureza transindividual devem ser objeto de extinção, prosseguindo-se o feito somente quanto às pretensões adequadas à tutela individual, decorrentes do alegado dano ambiental de reparabilidade direta e individual/reflexo.""";;;;;;;;;;;;;;;;;;;;;;
"0802360-84.2013.8.12.0008,Apelação Cível / DIREITO AMBIENTAL,Des. Eduardo Machado Rocha,Corumbá,3ª Câmara Cível,2013-11-18,2013-12-04,""Ementa: APELAÇÃO CÍVEL - AÇÃO INDIVIDUAL DE RESSARCIMENTO POR DANO AMBIENTAL - PRELIMINAR DE NÃO CONHECIMENTO DO RECURSO - OFENSA AO PRINCÍPIO DA DIALETICIDADE - AFASTADA - MÉRITO - EXTINÇÃO DO PROCESSO POR FALTA DE INTERESSE DE AGIR - RECURSO PROVIDO - SENTENÇA INSUBSISTENTE. Rejeita-se a preliminar de não conhecimento do recurso por ofensa ao princípio da dialeticidade, quando verificado, nas razões recursais, que a parte apelante impugnou os fundamentos da sentença, aduzindo argumentos para reformá-la. É possível o ajuizamento de ação individual pleiteando ressarcimento de prejuízos causados por danos ambientais, pois o simples fato do ordenamento jurídico, inclusive a nível constitucional, proteger os indivíduos dos agentes poluidores, já é o suficiente para configurar o interesse de agir do prejudicado. Apelo provido. Sentença Insubsistente.""";;;;;;;;;;;;;;;;;;;;;;
"0802344-33.2013.8.12.0008,Apelação Cível / DIREITO AMBIENTAL,Des. Divoncir Schreiner Maran,Corumbá,1ª Câmara Cível,2013-11-25,2013-12-04,""Ementa: E M E N T A - APELAÇÃO CÍVEL - AÇÃO DE REPARAÇÃO DE DANOS MATERIAIS E IMATERIAIS C/C OBRIGAÇÃO DE FAZER - ATIVIDADE MINERADORA - ALEGADA DEGRADAÇÃO AMBIENTAL NA REGIÃO DO MORRO DO URUCUM - POLUIÇÃO DO SOLO, DO AR E DA ÁGUA - MORADOR DE ASSENTAMENTO DA ÁREA EXPLORADA - PREJUÍZOS DECORRENTES DO DANO AO MEIO AMBIENTE - INTERESSE INDIVIDUAL QUE NÃO SE CONFUNDE COM O INTERESSE COLETIVO - LEGITIMIDADE ATIVA E INTERESSE DE AGIR DEMONSTRADOS - CDC, ART. 104 - POSSIBILIDADE DE AÇÃO INDIVIDUAL E AÇÃO COLETIVA - SITUAÇÕES JURÍDICAS DIFERENTES - SENTENÇA ANULADA - RECURSO PROVIDO. A pretensão da apelante é de reparação do dano que ela individualmente suportou em decorrência da alegada degradação do ambiente em que vive. Com efeito, não se está diante de uma ação individual para tutela de interesses coletivos lato sensu (difusos, coletivos e individuais homogêneos), mas sim para guarida do direito afirmado por um indivíduo específico. Na linha do que prescreve o artigo 104 do Código de Defesa e Proteção do Consumidor, o fato de ser cabível ação popular e ação civil pública para defesa do interesse difuso (meio ambiente por si só) não impede que o cidadão venha a defender seu direito através de ação individual, porque, ainda que os fatos sejam os mesmos, não há identidade entre as causas de pedir e os pedidos, isto é, as situações jurídicas tuteláveis são distintas. Assim, inarredável a legitimidade e o interesse da apelante.""";;;;;;;;;;;;;;;;;;;;;;
"0801959-85.2013.8.12.0008,Apelação Cível / DIREITO AMBIENTAL,Des. Sideni Soncini Pimentel,Corumbá,5ª Câmara Cível,2013-11-27,2013-12-04,""Ementa: E M E N T A-APELAÇÃO CÍVEL - AÇÃO INDENIZATÓRIA, C/C OBRIGAÇÃO DE FAZER - DANO AMBIENTAL - FALTA DE DIALETICIDADE - REJEITADA - INADEQUAÇÃO DA VIA ELEITA - POSSIBILIDADE DE TUTELA DE DIREITO INDIVIDUAL HOMOGÊNEO ATRAVÉS DE AÇÃO INDIVIDUAL - RECURSO CONHECIDO E PROVIDO. Presentes os requisitos mínimos afasta-se a alegação de ausência de dialeticidade. A possibilidade de se pleitear a tutela jurisdicional coletiva (a exemplo da ação popular) não impede o exercício da tutela individual do direito individual homogêneo, daí porque não há falar em inadequação da via eleita. A tutela coletiva, exercida por legitimados extraordinários, confere maior eficácia à tutela dos direitos coletivas, não implicando em óbice à tutela individual daqueles.""";;;;;;;;;;;;;;;;;;;;;;
"0801958-03.2013.8.12.0008,Apelação Cível / DIREITO AMBIENTAL,Des. Eduardo Machado Rocha,Corumbá,3ª Câmara Cível,2013-11-18,2013-12-04,""Ementa: APELAÇÃO CÍVEL - AÇÃO INDIVIDUAL DE RESSARCIMENTO POR DANO AMBIENTAL - PRELIMINAR DE NÃO CONHECIMENTO DO RECURSO - OFENSA AO PRINCÍPIO DA DIALETICIDADE - AFASTADA - MÉRITO - EXTINÇÃO DO PROCESSO POR FALTA DE INTERESSE DE AGIR - RECURSO PROVIDO - SENTENÇA INSUBSISTENTE. Rejeita-se a preliminar de não conhecimento do recurso por ofensa ao princípio da dialeticidade, quando verificado, nas razões recursais, que a parte apelante impugnou os fundamentos da sentença, aduzindo argumentos para reformá-la. É possível o ajuizamento de ação individual pleiteando ressarcimento de prejuízos causados por danos ambientais, pois o simples fato do ordenamento jurídico, inclusive a nível constitucional, proteger os indivíduos dos agentes poluidores, já é o suficiente para configurar o interesse de agir do prejudicado. Apelo provido. Sentença Insubsistente.""";;;;;;;;;;;;;;;;;;;;;;
"0802060-25.2013.8.12.0008,Apelação Cível / Obrigação de Fazer / Não Fazer,Des. Sideni Soncini Pimentel,Corumbá,5ª Câmara Cível,2013-11-20,2013-12-04,""Ementa: E M E N T A-APELAÇÃO CÍVEL - AÇÃO INDENIZATÓRIA, C/C OBRIGAÇÃO DE FAZER - DANO AMBIENTAL - FALTA DE DIALETICIDADE - REJEITADA - INADEQUAÇÃO DA VIA ELEITA - POSSIBILIDADE DE TUTELA DE DIREITO INDIVIDUAL HOMOGÊNEO ATRAVÉS DE AÇÃO INDIVIDUAL - RECURSO CONHECIDO E PROVIDO. Presentes os requisitos mínimos afasta-se a alegação de ausência de dialeticidade. A possibilidade de se pleitear a tutela jurisdicional coletiva (a exemplo da ação popular) não impede o exercício da tutela individual do direito individual homogêneo, daí porque não há falar em inadequação da via eleita. A tutela coletiva, exercida por legitimados extraordinários, confere maior eficácia à tutela dos direitos coletivas, não implicando em óbice à tutela individual daqueles.""";;;;;;;;;;;;;;;;;;;;;;
"4011505-56.2013.8.12.0000,Agravo Regimental Cível / Liminar,Des. Oswaldo Rodrigues de Melo,Ivinhema,3ª Câmara Cível,2013-11-25,2013-12-04,""Ementa: E M E N T A- AGRAVO REGIMENTAL EM AGRAVO DE INSTRUMENTO - AÇÃO CIVIL PÚBLICA - RECURSO DE APELAÇÃO - SENTENÇA QUE CONFIRMA LIMINAR - EFEITO DEVOLUTIVO - ARTIGO 520, VII, DO CPC - POSSIBILIDADE DE ATRIBUIÇÃO DE EFEITO SUSPENSIVO - ARTIGO 558, CPC - RELEVÂNCIA DA FUNDAMENTAÇÃO E PERIGO DE LESÃO GRAVE OU DE DIFÍCIL REPARAÇÃO - RECURSO CONHECIDO E NÃO PROVIDO. Mantém-se a decisão que deu provimento ao recurso de agravo de instrumento, recebendo o recurso de apelação tirado contra sentença proferida em ação civil pública ambiental no duplo efeito suspensivo e devolutivo. Nos termos do artigo 520, VII, do CPC, o recurso de apelação tirado contra sentença que confirma a liminar ou a tutela antecipada deve ser recebido apenas no efeito devolutivo. Excepcionalmente, o artigo 558, do CPC autoriza a atribuição de efeito suspensivo ao recurso de apelação dele desprovido quando for relevante a fundamentação e houver risco de dano irreparável ou de difícil reparação. Recurso conhecido e não provido.""";;;;;;;;;;;;;;;;;;;;;;
"0803245-98.2013.8.12.0008,Apelação Cível / DIREITO AMBIENTAL,Des. Vladimir Abreu da Silva,Corumbá,5ª Câmara Cível,2013-11-27,2013-12-04,""Ementa: APELAÇÃO CÍVEL - AÇÃO INDENIZATÓRIA, C/C OBRIGAÇÃO DE FAZER - DANO AMBIENTAL - FALTA DE DIALETICIDADE - REJEITADA - INADEQUAÇÃO DA VIA ELEITA - POSSIBILIDADE DE TUTELA DE DIREITO INDIVIDUAL HOMOGÊNEO ATRAVÉS DE AÇÃO INDIVIDUAL - RECURSO CONHECIDO E PROVIDO. Havendo combate direto à fundamentação da decisão guerreada, deve o recurso ser conhecido, afastando-se a preliminar de não observância ao princípio da dialeticidade. A possibilidade de se pleitear a tutela jurisdicional coletiva (a exemplo da ação popular) não impede o exercício da tutela individual do direito individual homogêneo, daí porque não há falar em inadequação da via eleita. A tutela coletiva, exercida por legitimados extraordinários, confere maior eficácia à tutela dos direitos coletivas, não implicando em óbice à tutela individual daqueles.""";;;;;;;;;;;;;;;;;;;;;;
"0803249-38.2013.8.12.0008,Apelação Cível / Obrigação de Fazer / Não Fazer,Des. Eduardo Machado Rocha,Corumbá,3ª Câmara Cível,2013-11-11,2013-12-04,""Ementa: E M E N T A- APELAÇÃO CÍVEL - AÇÃO INDIVIDUAL DE RESSARCIMENTO POR DANO AMBIENTAL - PRELIMINAR DE NÃO CONHECIMENTO DO RECURSO - OFENSA AO PRINCÍPIO DA DIALETICIDADE - AFASTADA - MÉRITO - EXTINÇÃO DO PROCESSO POR FALTA DE INTERESSE DE AGIR - RECURSO PROVIDO - SENTENÇA INSUBSISTENTE. Rejeita-se a preliminar de não conhecimento do recurso por ofensa ao princípio da dialeticidade, quando verificado, nas razões recursais, que a parte apelante impugnou os fundamentos da sentença, aduzindo argumentos para reformá-la. É possível o ajuizamento de ação individual pleiteando ressarcimento de prejuízos causados por danos ambientais, pois o simples fato do ordenamento jurídico, inclusive a nível constitucional, proteger os indivíduos dos agentes poluidores, já é o suficiente para configurar o interesse de agir do prejudicado. Apelo provido. Sentença Insubsistente.""";;;;;;;;;;;;;;;;;;;;;;
"0803248-53.2013.8.12.0008,Apelação Cível / Responsabilidade Civil,Des. Marco André Nogueira Hanson,Corumbá,3ª Câmara Cível,2013-11-18,2013-12-04,""Ementa: E M E N T AAPELAÇÃO CÍVEL - AÇÃO DE REPARAÇÃO DE DANOS MORAIS E MATERIAIS - PRELIMINAR DE OFENSA AO PRINCÍPIO DA DIALETICIDADE AFASTADA - EXTRAÇÃO DE MINÉRIOS DE FERRO E MANGANÊS NO 'MORRO DO URUCUM' - DANO AMBIENTAL DE CUNHO INDIVIDUAL - INTERESSE DE AGIR CONFIGURADO - SENTENÇA REFORMADA - RECURSO DA PARTE AUTORA CONHECIDO E PROVIDO. 1-Havendo combate direto à fundamentação da decisão recorrida, impõe-se o conhecimento do recurso, afastando-se a preliminar de não observância ao princípio da dialeticidade. 2- No caso, o estudo acerca da lesão causada em função da extração de minério de ferro e manganês no Morro do Urucum não recai sobre o patrimônio ambiental, comum à coletividade, mas, antes, no âmbito do interesse pessoal de cada um dos moradores da comunidade denominada """"Agrovila do Assentamento Urucum"""", que em função de tal infortúnio, vieram a experimentar, por via adversa (reflexa), danos materiais e morais. 3- A vítima do dano ambiental reflexo pode buscar a reparação do dano sofrido no âmbito de uma ação indenizatória de cunho individual fundada nas regras gerais que regem o direito de vizinhança.""";;;;;;;;;;;;;;;;;;;;;;
"0803224-25.2013.8.12.0008,Apelação Cível / DIREITO AMBIENTAL,Des. Marco André Nogueira Hanson,Corumbá,3ª Câmara Cível,2013-11-04,2013-12-04,""Ementa: E M E N T AAPELAÇÃO CÍVEL - AÇÃO DE REPARAÇÃO DE DANOS MORAIS E MATERIAIS - EXTRAÇÃO DE MINÉRIOS DE FERRO E MANGANÊS NO 'MORRO DO URUCUM' - DANO AMBIENTAL DE CUNHO INDIVIDUAL - INTERESSE DE AGIR CONFIGURADO - SENTENÇA REFORMADA - RECURSO DA PARTE AUTORA CONHECIDO E PROVIDO. No caso, o estudo acerca da lesão causada em função da extração de minério de ferro e manganês no Morro do Urucum não recai sobre o patrimônio ambiental, comum à coletividade, mas, antes, no âmbito do interesse pessoal de cada um dos moradores da comunidade denominada """"Agrovila do Assentamento Urucum"""", que em função de tal infortúnio, vieram a experimentar, por via adversa (reflexa), danos materiais e morais. A vítima do dano ambiental reflexo pode buscar a reparação do dano sofrido no âmbito de uma ação indenizatória de cunho individual fundada nas regras gerais que regem o direito de vizinhança.""";;;;;;;;;;;;;;;;;;;;;;
